filepath,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
transformed110.jpg,31.0,23.0,550.0,23.0,31.0,462.0,550.0,462.0
transformed111.jpg,257.9090291945273,12.845052705715693,533.9090291945273,12.845052705715693,257.9090291945273,292.4450527057157,533.9090291945273,292.4450527057157
transformed112.jpg,148.05442032308153,158.27810483194918,395.8544203230815,158.27810483194918,148.05442032308153,414.47810483194917,395.8544203230815,414.47810483194917
transformed113.jpg,23.0,94.0,449.0,94.0,23.0,454.0,449.0,454.0
transformed114.jpg,324.9321906297505,18.68805013338648,599.1321906297504,18.68805013338648,324.9321906297505,289.2880501333865,599.1321906297504,289.2880501333865
transformed115.jpg,95.0,8.0,550.0,8.0,95.0,460.0,550.0,460.0
transformed116.jpg,86.0,4.0,547.0,4.0,86.0,464.0,547.0,464.0
transformed117.jpg,86.0,289.0,831.0,289.0,86.0,1028.0,831.0,1028.0
transformed118.jpg,133.95128100681148,188.33442724341776,439.35128100681146,188.33442724341776,133.95128100681148,443.33442724341774,439.35128100681146,443.33442724341774
transformed119.jpg,46.0,12.0,491.0,12.0,46.0,458.0,491.0,458.0
transformed120.jpg,272.55618343825,51.00565182878778,553.35618343825,51.00565182878778,272.55618343825,286.2056518287877,553.35618343825,286.2056518287877
transformed121.jpg,77.92464254579045,119.55607201582696,393.52464254579047,119.55607201582696,77.92464254579045,382.35607201582695,393.52464254579047,382.35607201582695
transformed122.jpg,17.0,0.0,427.0,0.0,17.0,423.0,427.0,423.0
transformed123.jpg,60.88634746122103,44.70417734648997,370.48634746122104,44.70417734648997,60.88634746122103,305.10417734648996,370.48634746122104,305.10417734648996
transformed124.jpg,70.23107647120801,72.4973484272596,346.831076471208,72.4973484272596,70.23107647120801,348.49734842725957,346.831076471208,348.49734842725957
transformed125.jpg,35.0,261.0,894.0,261.0,35.0,1114.0,894.0,1114.0
transformed126.jpg,150.14303058068984,385.2088597933437,648.1430305806898,385.2088597933437,150.14303058068984,879.0088597933437,648.1430305806898,879.0088597933437
transformed127.jpg,14.0,19.0,517.0,19.0,14.0,449.0,517.0,449.0
transformed128.jpg,140.0,135.0,1213.0,135.0,140.0,1240.0,1213.0,1240.0
transformed129.jpg,90.0,12.0,532.0,12.0,90.0,460.0,532.0,460.0
transformed130.jpg,166.0,52.0,555.0,52.0,166.0,446.0,555.0,446.0
transformed131.jpg,46.1904375417188,24.447901710128388,296.9904375417188,24.447901710128388,46.1904375417188,283.0479017101284,296.9904375417188,283.0479017101284
transformed132.jpg,185.8822789392933,433.24338151998654,637.0822789392932,433.24338151998654,185.8822789392933,891.0433815199865,637.0822789392932,891.0433815199865
transformed133.jpg,166.0,52.0,555.0,52.0,166.0,446.0,555.0,446.0
transformed134.jpg,396.0653781724959,175.69729894509305,881.465378172496,175.69729894509305,396.0653781724959,670.097298945093,881.465378172496,670.097298945093
transformed135.jpg,15.0,10.0,476.0,10.0,15.0,404.0,476.0,404.0
transformed136.jpg,331.41794127756856,187.41772346885114,740.0179412775685,187.41772346885114,331.41794127756856,612.2177234688511,740.0179412775685,612.2177234688511
transformed137.jpg,74.0,362.0,887.0,362.0,74.0,1176.0,887.0,1176.0
transformed138.jpg,444.4981066448098,135.50137925066497,965.8981066448098,135.50137925066497,444.4981066448098,649.1013792506649,965.8981066448098,649.1013792506649
transformed139.jpg,150.22007503273812,80.68935967477555,676.420075032738,80.68935967477555,150.22007503273812,614.0893596747756,676.420075032738,614.0893596747756
transformed140.jpg,166.0,52.0,555.0,52.0,166.0,446.0,555.0,446.0
transformed141.jpg,126.0,290.0,807.0,290.0,126.0,998.0,807.0,998.0
transformed142.jpg,56.0,262.0,886.0,262.0,56.0,1085.0,886.0,1085.0
transformed143.jpg,173.03311096391906,80.85120146489373,428.633110963919,80.85120146489373,173.03311096391906,296.85120146489373,428.633110963919,296.85120146489373
transformed144.jpg,11.0,5.0,521.0,5.0,11.0,442.0,521.0,442.0
transformed145.jpg,65.0,25.0,600.0,25.0,65.0,472.0,600.0,472.0
transformed146.jpg,15.0,2.0,483.0,2.0,15.0,403.0,483.0,403.0
transformed147.jpg,1.0,123.0,939.0,123.0,1.0,1154.0,939.0,1154.0
transformed148.jpg,122.0,28.0,551.0,28.0,122.0,451.0,551.0,451.0
transformed149.jpg,33.0,78.0,481.0,78.0,33.0,459.0,481.0,459.0
transformed150.jpg,20.0,35.0,450.0,35.0,20.0,467.0,450.0,467.0
transformed151.jpg,65.0,325.0,753.0,325.0,65.0,1068.0,753.0,1068.0
transformed152.jpg,302.14795973362607,141.32684166578187,575.1479597336261,141.32684166578187,302.14795973362607,412.52684166578183,575.1479597336261,412.52684166578183
transformed153.jpg,42.0,9.0,502.0,9.0,42.0,466.0,502.0,466.0
transformed154.jpg,252.0291974885369,446.28801355633533,696.029197488537,446.28801355633533,252.0291974885369,887.8880135563352,696.029197488537,887.8880135563352
transformed155.jpg,28.0,1.0,441.0,1.0,28.0,429.0,441.0,429.0
transformed156.jpg,41.31535567884508,131.61920895224475,342.5153556788451,131.61920895224475,41.31535567884508,389.6192089522447,342.5153556788451,389.6192089522447
transformed157.jpg,131.0,0.0,584.0,0.0,131.0,468.0,584.0,468.0
transformed158.jpg,219.65556834854794,425.95495310965526,631.8555683485479,425.95495310965526,219.65556834854794,870.5549531096553,631.8555683485479,870.5549531096553
transformed159.jpg,104.0,16.0,544.0,16.0,104.0,459.0,544.0,459.0
transformed160.jpg,100.99316977198978,620.805397312977,469.9931697719898,620.805397312977,100.99316977198978,978.4053973129769,469.9931697719898,978.4053973129769
transformed161.jpg,117.0,59.0,983.0,59.0,117.0,928.0,983.0,928.0
transformed162.jpg,85.0,19.0,599.0,19.0,85.0,444.0,599.0,444.0
transformed163.jpg,207.50453297453146,173.70629051541587,496.1045329745315,173.70629051541587,207.50453297453146,414.30629051541587,496.1045329745315,414.30629051541587
transformed164.jpg,15.0,10.0,476.0,10.0,15.0,404.0,476.0,404.0
transformed165.jpg,118.86154651983207,81.70056658172669,355.861546519832,81.70056658172669,118.86154651983207,322.9005665817267,355.861546519832,322.9005665817267
transformed166.jpg,131.29476683280384,91.28934918515827,437.89476683280384,91.28934918515827,131.29476683280384,354.6893491851583,437.89476683280384,354.6893491851583
transformed167.jpg,154.95427872098696,36.03738807723861,404.554278720987,36.03738807723861,154.95427872098696,295.2373880772386,404.554278720987,295.2373880772386
transformed168.jpg,362.3311455464513,756.2268563999033,806.3311455464514,756.2268563999033,362.3311455464513,1197.8268563999034,806.3311455464514,1197.8268563999034
transformed169.jpg,399.9118979595006,156.4901179019809,921.3118979595006,156.4901179019809,399.9118979595006,670.0901179019809,921.3118979595006,670.0901179019809
transformed170.jpg,17.0,32.0,449.0,32.0,17.0,466.0,449.0,466.0
transformed171.jpg,109.0,4.0,551.0,4.0,109.0,444.0,551.0,444.0
transformed172.jpg,22.0,24.0,457.0,24.0,22.0,463.0,457.0,463.0
transformed173.jpg,123.0,2.0,556.0,2.0,123.0,449.0,556.0,449.0
transformed174.jpg,117.0,19.0,621.0,19.0,117.0,445.0,621.0,445.0
transformed175.jpg,94.0,130.0,824.0,130.0,94.0,820.0,824.0,820.0
transformed176.jpg,25.0,3.0,561.0,3.0,25.0,452.0,561.0,452.0
transformed177.jpg,281.91554337275016,167.8333595812287,545.9155433727501,167.8333595812287,281.91554337275016,432.43335958122873,545.9155433727501,432.43335958122873
transformed178.jpg,214.95969744542424,106.68488865777498,474.1596974454243,106.68488865777498,214.95969744542424,369.48488865777495,474.1596974454243,369.48488865777495
transformed179.jpg,92.0,9.0,535.0,9.0,92.0,460.0,535.0,460.0
transformed180.jpg,74.0,57.0,943.0,57.0,74.0,913.0,943.0,913.0
transformed181.jpg,180.0,4.0,981.0,4.0,180.0,810.0,981.0,810.0
transformed182.jpg,172.69965384876707,48.77744172306622,473.899653848767,48.77744172306622,172.69965384876707,306.7774417230662,473.899653848767,306.7774417230662
transformed183.jpg,82.0,261.0,929.0,261.0,82.0,1181.0,929.0,1181.0
transformed184.jpg,77.92438611846164,191.02741295161914,333.5243861184616,191.02741295161914,77.92438611846164,407.0274129516191,333.5243861184616,407.0274129516191
transformed185.jpg,181.65448058813104,38.361205005341404,452.254480588131,38.361205005341404,181.65448058813104,305.9612050053414,452.254480588131,305.9612050053414
transformed186.jpg,298.2691736180268,114.18788081827988,571.2691736180268,114.18788081827988,298.2691736180268,385.3878808182799,571.2691736180268,385.3878808182799
transformed187.jpg,34.0,81.0,487.0,81.0,34.0,467.0,487.0,467.0
transformed188.jpg,149.0,265.0,836.0,265.0,149.0,1006.0,836.0,1006.0
transformed189.jpg,18.0,17.0,520.0,17.0,18.0,447.0,520.0,447.0
transformed190.jpg,82.0,261.0,929.0,261.0,82.0,1181.0,929.0,1181.0
transformed191.jpg,92.0,40.0,587.0,40.0,92.0,463.0,587.0,463.0
transformed192.jpg,42.0,9.0,502.0,9.0,42.0,466.0,502.0,466.0
transformed193.jpg,104.0,43.0,519.0,43.0,104.0,438.0,519.0,438.0
transformed194.jpg,391.1136534851378,612.946337172338,878.9136534851377,612.946337172338,391.1136534851378,1101.346337172338,878.9136534851377,1101.346337172338
transformed195.jpg,131.10528051887675,19.076465760701012,437.1052805188767,19.076465760701012,131.10528051887675,281.276465760701,437.1052805188767,281.276465760701
transformed196.jpg,250.45478912104676,146.69507943453257,557.0547891210467,146.69507943453257,250.45478912104676,410.0950794345326,557.0547891210467,410.0950794345326
transformed197.jpg,275.1263904708542,346.6468143815774,743.1263904708542,346.6468143815774,275.1263904708542,811.0468143815774,743.1263904708542,811.0468143815774
transformed198.jpg,56.0,262.0,886.0,262.0,56.0,1085.0,886.0,1085.0
transformed199.jpg,14.0,0.0,411.0,0.0,14.0,403.0,411.0,403.0
transformed200.jpg,115.10412401010726,42.074695816674776,418.1041240101072,42.074695816674776,115.10412401010726,298.8746958166748,418.1041240101072,298.8746958166748
transformed201.jpg,262.65796513064737,19.238503782710914,592.6579651306474,19.238503782710914,262.65796513064737,295.8385037827109,592.6579651306474,295.8385037827109
transformed202.jpg,231.1736528184814,21.979359465208184,495.1736528184814,21.979359465208184,231.1736528184814,287.77935946520813,495.1736528184814,287.77935946520813
transformed203.jpg,22.0,1.0,507.0,1.0,22.0,478.0,507.0,478.0
transformed204.jpg,82.0,13.0,598.0,13.0,82.0,447.0,598.0,447.0
transformed205.jpg,84.0,340.0,654.0,340.0,84.0,902.0,654.0,902.0
transformed206.jpg,113.95805466592464,109.87369345693754,425.35805466592467,109.87369345693754,113.95805466592464,376.2736934569375,425.35805466592467,376.2736934569375
transformed207.jpg,60.0,39.0,481.0,39.0,60.0,458.0,481.0,458.0
transformed208.jpg,48.319862151100324,247.6509083863656,461.11986215110034,247.6509083863656,48.319862151100324,693.4509083863655,461.11986215110034,693.4509083863655
transformed209.jpg,222.10722616622655,253.95500369540468,634.9072261662266,253.95500369540468,222.10722616622655,699.7550036954046,634.9072261662266,699.7550036954046
transformed210.jpg,108.47035198317397,87.59549960596163,354.47035198317394,87.59549960596163,108.47035198317397,341.3954996059616,354.47035198317394,341.3954996059616
transformed211.jpg,74.0,57.0,943.0,57.0,74.0,913.0,943.0,913.0
transformed212.jpg,112.0,12.0,547.0,12.0,112.0,446.0,547.0,446.0
transformed213.jpg,35.0,261.0,894.0,261.0,35.0,1114.0,894.0,1114.0
transformed214.jpg,31.0,23.0,550.0,23.0,31.0,462.0,550.0,462.0
transformed215.jpg,32.0,24.0,543.0,24.0,32.0,463.0,543.0,463.0
transformed216.jpg,78.0,11.0,532.0,11.0,78.0,464.0,532.0,464.0
transformed217.jpg,100.0,310.0,880.0,310.0,100.0,1084.0,880.0,1084.0
transformed218.jpg,30.0,82.0,457.0,82.0,30.0,443.0,457.0,443.0
transformed219.jpg,117.0,19.0,621.0,19.0,117.0,445.0,621.0,445.0
transformed220.jpg,25.0,58.0,493.0,58.0,25.0,461.0,493.0,461.0
transformed221.jpg,241.52005054638664,97.8386792438906,513.9200505463866,97.8386792438906,241.52005054638664,367.2386792438906,513.9200505463866,367.2386792438906
transformed222.jpg,197.81968884187052,28.657811070564197,519.4196888418705,28.657811070564197,197.81968884187052,298.0578110705642,519.4196888418705,298.0578110705642
transformed223.jpg,15.0,10.0,476.0,10.0,15.0,404.0,476.0,404.0
transformed224.jpg,94.0,14.0,550.0,14.0,94.0,467.0,550.0,467.0
transformed225.jpg,101.0,270.0,885.0,270.0,101.0,1060.0,885.0,1060.0
transformed226.jpg,178.8588083596951,387.7484716315834,646.8588083596951,387.7484716315834,178.8588083596951,852.1484716315833,646.8588083596951,852.1484716315833
transformed227.jpg,120.27007042528965,189.95668867908626,403.47007042528963,189.95668867908626,120.27007042528965,433.5566886790862,403.47007042528963,433.5566886790862
transformed228.jpg,64.58112925595665,593.0843820169308,521.7811292559567,593.0843820169308,64.58112925595665,1033.4843820169308,521.7811292559567,1033.4843820169308
transformed229.jpg,193.7471617923303,390.2788018306045,679.1471617923303,390.2788018306045,193.7471617923303,877.4788018306044,679.1471617923303,877.4788018306044
transformed230.jpg,162.46793209813495,518.053840681,806.2679320981349,518.053840681,162.46793209813495,1181.053840681,806.2679320981349,1181.053840681
transformed231.jpg,97.0,67.0,487.0,67.0,97.0,448.0,487.0,448.0
transformed232.jpg,22.0,24.0,457.0,24.0,22.0,463.0,457.0,463.0
transformed233.jpg,283.4798744813481,62.60858773598498,551.079874481348,62.60858773598498,283.4798744813481,336.20858773598496,551.079874481348,336.20858773598496
transformed234.jpg,207.25971190862197,43.36857733634485,530.0597119086219,43.36857733634485,207.25971190862197,308.5685773363448,530.0597119086219,308.5685773363448
transformed235.jpg,60.0,107.0,779.0,107.0,60.0,868.0,779.0,868.0
transformed236.jpg,172.6244909073821,3.949262572124951,410.824490907382,3.949262572124951,172.6244909073821,245.7492625721249,410.824490907382,245.7492625721249
transformed237.jpg,28.0,4.0,560.0,4.0,28.0,459.0,560.0,459.0
transformed238.jpg,15.0,2.0,483.0,2.0,15.0,403.0,483.0,403.0
transformed239.jpg,84.0,10.0,543.0,10.0,84.0,470.0,543.0,470.0
transformed240.jpg,121.4339360390283,600.5905436253581,527.0339360390283,600.5905436253581,121.4339360390283,1001.990543625358,527.0339360390283,1001.990543625358
transformed241.jpg,47.0,37.0,556.0,37.0,47.0,464.0,556.0,464.0
transformed242.jpg,127.69115784255322,17.668488708656334,402.4911578425532,17.668488708656334,127.69115784255322,294.86848870865634,402.4911578425532,294.86848870865634
transformed243.jpg,69.65668575429771,132.09379159573183,346.2566857542977,132.09379159573183,69.65668575429771,407.49379159573186,346.2566857542977,407.49379159573186
transformed244.jpg,286.91010208699424,678.7571149127934,754.9101020869942,678.7571149127934,286.91010208699424,1143.1571149127935,754.9101020869942,1143.1571149127935
transformed245.jpg,228.04392193849733,188.87523903855634,492.0439219384973,188.87523903855634,228.04392193849733,453.47523903855637,492.0439219384973,453.47523903855637
transformed246.jpg,30.0,4.0,568.0,4.0,30.0,446.0,568.0,446.0
transformed247.jpg,335.1155854433571,537.8739549944961,865.515585443357,537.8739549944961,335.1155854433571,1076.073954994496,865.515585443357,1076.073954994496
transformed248.jpg,34.0,96.0,457.0,96.0,34.0,454.0,457.0,454.0
transformed249.jpg,155.90505585596875,58.14370315808314,428.9050558559687,58.14370315808314,155.90505585596875,329.34370315808314,428.9050558559687,329.34370315808314
transformed250.jpg,232.84482275399216,98.93997715018322,538.2448227539921,98.93997715018322,232.84482275399216,355.1399771501832,538.2448227539921,355.1399771501832
transformed251.jpg,15.0,10.0,476.0,10.0,15.0,404.0,476.0,404.0
transformed252.jpg,85.0,26.0,492.0,26.0,85.0,428.0,492.0,428.0
transformed253.jpg,30.0,82.0,457.0,82.0,30.0,443.0,457.0,443.0
transformed254.jpg,56.0,262.0,886.0,262.0,56.0,1085.0,886.0,1085.0
transformed255.jpg,223.93036091052448,102.30585814487544,481.3303609105244,102.30585814487544,223.93036091052448,356.1058581448754,481.3303609105244,356.1058581448754
transformed256.jpg,134.15062579088578,199.64923410729025,578.7506257908858,199.64923410729025,134.15062579088578,629.8492341072903,578.7506257908858,629.8492341072903
transformed257.jpg,74.0,11.0,536.0,11.0,74.0,469.0,536.0,469.0
transformed258.jpg,23.0,10.0,528.0,10.0,23.0,440.0,528.0,440.0
transformed259.jpg,323.3125931866346,326.0125389232402,746.3125931866346,326.0125389232402,323.3125931866346,744.2125389232401,746.3125931866346,744.2125389232401
transformed260.jpg,123.73995635245743,92.30093293780179,445.93995635245744,92.30093293780179,123.73995635245743,363.50093293780174,445.93995635245744,363.50093293780174
transformed261.jpg,17.0,0.0,427.0,0.0,17.0,423.0,427.0,423.0
transformed262.jpg,98.0,304.0,839.0,304.0,98.0,1021.0,839.0,1021.0
transformed263.jpg,82.0,261.0,929.0,261.0,82.0,1181.0,929.0,1181.0
transformed264.jpg,239.57210944357766,557.2523164493002,686.5721094435776,557.2523164493002,239.57210944357766,1000.6523164493001,686.5721094435776,1000.6523164493001
transformed265.jpg,143.39294939740287,144.93480529234472,440.99294939740287,144.93480529234472,143.39294939740287,395.1348052923447,440.99294939740287,395.1348052923447
transformed266.jpg,95.18463646131224,166.04870249452023,367.58463646131224,166.04870249452023,95.18463646131224,435.4487024945202,367.58463646131224,435.4487024945202
transformed267.jpg,86.0,4.0,547.0,4.0,86.0,464.0,547.0,464.0
transformed268.jpg,94.31131038658586,149.50951935756999,360.11131038658584,149.50951935756999,94.31131038658586,412.30951935756997,360.11131038658584,412.30951935756997
transformed269.jpg,315.1383311636529,299.86876553977663,657.1383311636529,299.86876553977663,315.1383311636529,637.0687655397766,657.1383311636529,637.0687655397766
transformed270.jpg,205.6918184977352,33.63196994921741,465.49181849773515,33.63196994921741,205.6918184977352,301.8319699492174,465.49181849773515,301.8319699492174
transformed271.jpg,234.60621069762942,39.987552568988534,726.0062106976294,39.987552568988534,234.60621069762942,532.5875525689885,726.0062106976294,532.5875525689885
transformed272.jpg,46.0,349.0,661.0,349.0,46.0,945.0,661.0,945.0
transformed273.jpg,98.0,25.0,600.0,25.0,98.0,448.0,600.0,448.0
transformed274.jpg,67.0,185.0,876.0,185.0,67.0,1009.0,876.0,1009.0
transformed275.jpg,257.2908389113885,113.58019028101717,521.2908389113885,113.58019028101717,257.2908389113885,378.78019028101716,521.2908389113885,378.78019028101716
transformed276.jpg,80.5068309328851,114.39985434190322,343.906830932885,114.39985434190322,80.5068309328851,386.19985434190323,343.906830932885,386.19985434190323
transformed277.jpg,26.32090813026978,122.16957319376219,320.92090813026977,122.16957319376219,26.32090813026978,368.7695731937622,320.92090813026977,368.7695731937622
transformed278.jpg,58.0,14.0,581.0,14.0,58.0,456.0,581.0,456.0
transformed279.jpg,117.0,90.0,828.0,90.0,117.0,786.0,828.0,786.0
transformed280.jpg,194.07400334367685,159.31016300107026,466.4740033436768,159.31016300107026,194.07400334367685,428.7101630010702,466.4740033436768,428.7101630010702
transformed281.jpg,178.91591726988094,38.96179225807682,445.31591726988097,38.96179225807682,178.91591726988094,309.5617922580768,445.31591726988097,309.5617922580768
transformed282.jpg,78.0,22.0,518.0,22.0,78.0,462.0,518.0,462.0
transformed283.jpg,89.0,147.0,894.0,147.0,89.0,914.0,894.0,914.0
transformed284.jpg,85.0,26.0,492.0,26.0,85.0,428.0,492.0,428.0
transformed285.jpg,67.26777439972545,183.58720498999082,336.06777439972547,183.58720498999082,67.26777439972545,454.18720498999085,336.06777439972547,454.18720498999085
transformed286.jpg,105.0,35.0,600.0,35.0,105.0,444.0,600.0,444.0
transformed287.jpg,276.6900847237785,93.3334131742394,669.6900847237785,93.3334131742394,276.6900847237785,476.13341317423937,669.6900847237785,476.13341317423937
transformed288.jpg,145.4067592144845,61.68176147328577,453.8067592144845,61.68176147328577,145.4067592144845,316.68176147328575,453.8067592144845,316.68176147328575
transformed289.jpg,115.48089096424526,146.35258108635387,390.8808909642453,146.35258108635387,115.48089096424526,418.75258108635387,390.8808909642453,418.75258108635387
transformed290.jpg,259.9233811110919,122.6376251669655,532.9233811110919,122.6376251669655,259.9233811110919,393.8376251669655,532.9233811110919,393.8376251669655
transformed291.jpg,112.78251226121955,59.97897244022874,415.18251226121953,59.97897244022874,112.78251226121955,315.57897244022877,415.18251226121953,315.57897244022877
transformed292.jpg,55.41510089430764,171.6897294092285,362.01510089430764,171.6897294092285,55.41510089430764,428.4897294092285,362.01510089430764,428.4897294092285
transformed293.jpg,22.0,24.0,457.0,24.0,22.0,463.0,457.0,463.0
transformed294.jpg,203.8882256047572,163.77827909485308,515.2882256047571,163.77827909485308,203.8882256047572,427.17827909485305,515.2882256047571,427.17827909485305
transformed295.jpg,137.68576695553043,116.08278447770788,371.0857669555304,116.08278447770788,137.68576695553043,345.88278447770784,371.0857669555304,345.88278447770784
transformed296.jpg,112.0,12.0,547.0,12.0,112.0,446.0,547.0,446.0
transformed297.jpg,50.0,27.0,587.0,27.0,50.0,479.0,587.0,479.0
transformed298.jpg,16.0,27.0,521.0,27.0,16.0,455.0,521.0,455.0
transformed299.jpg,92.0,9.0,535.0,9.0,92.0,460.0,535.0,460.0
transformed300.jpg,166.82099862867264,61.467789852586236,496.82099862867267,61.467789852586236,166.82099862867264,338.0677898525862,496.82099862867267,338.0677898525862
transformed301.jpg,396.90754101556354,236.03472963757008,805.5075410155634,236.03472963757008,396.90754101556354,660.83472963757,805.5075410155634,660.83472963757
transformed302.jpg,217.26481587549924,30.57685980028258,538.8648158754992,30.57685980028258,217.26481587549924,299.97685980028257,538.8648158754992,299.97685980028257
transformed303.jpg,13.0,14.0,563.0,14.0,13.0,475.0,563.0,475.0
transformed304.jpg,274.03845659093616,21.81255243219608,538.0384565909361,21.81255243219608,274.03845659093616,286.4125524321961,538.0384565909361,286.4125524321961
transformed305.jpg,85.0,251.0,841.0,251.0,85.0,1059.0,841.0,1059.0
transformed306.jpg,85.0,251.0,841.0,251.0,85.0,1059.0,841.0,1059.0
transformed307.jpg,202.57526124163974,65.11134191700992,440.7752612416397,65.11134191700992,202.57526124163974,306.9113419170099,440.7752612416397,306.9113419170099
transformed308.jpg,132.0,20.0,571.0,20.0,132.0,473.0,571.0,473.0
transformed309.jpg,129.70409932248222,172.66124301821256,388.90409932248224,172.66124301821256,129.70409932248222,435.4612430182126,388.90409932248224,435.4612430182126
transformed310.jpg,126.0,3.0,574.0,3.0,126.0,454.0,574.0,454.0
transformed311.jpg,455.1861511619885,279.6246590064494,981.3861511619884,279.6246590064494,455.1861511619885,813.0246590064494,981.3861511619884,813.0246590064494
transformed312.jpg,105.0,35.0,600.0,35.0,105.0,444.0,600.0,444.0
transformed313.jpg,30.0,9.0,588.0,9.0,30.0,479.0,588.0,479.0
transformed314.jpg,122.0,28.0,551.0,28.0,122.0,451.0,551.0,451.0
transformed315.jpg,82.0,261.0,929.0,261.0,82.0,1181.0,929.0,1181.0
transformed316.jpg,222.2240388877762,508.617611534062,730.4240388877762,508.617611534062,222.2240388877762,1060.617611534062,730.4240388877762,1060.617611534062
transformed317.jpg,294.44472028468533,134.9528465840395,565.6447202846853,134.9528465840395,294.44472028468533,405.55284658403946,565.6447202846853,405.55284658403946
transformed318.jpg,259.92189939308594,69.83804632683558,532.3218993930859,69.83804632683558,259.92189939308594,341.6380463268356,532.3218993930859,341.6380463268356
transformed319.jpg,128.7147993976367,21.70571393885864,401.71479939763674,21.70571393885864,128.7147993976367,297.1057139388586,401.71479939763674,297.1057139388586
transformed320.jpg,88.0,14.0,532.0,14.0,88.0,465.0,532.0,465.0
transformed321.jpg,25.0,58.0,493.0,58.0,25.0,461.0,493.0,461.0
transformed322.jpg,121.3851451054791,145.11470862266546,422.5851451054791,145.11470862266546,121.3851451054791,398.91470862266544,422.5851451054791,398.91470862266544
transformed323.jpg,23.0,10.0,528.0,10.0,23.0,440.0,528.0,440.0
transformed324.jpg,247.60205744950645,92.63556991370123,505.0020574495064,92.63556991370123,247.60205744950645,356.6355699137012,505.0020574495064,356.6355699137012
transformed325.jpg,124.0,54.0,605.0,54.0,124.0,455.0,605.0,455.0
transformed326.jpg,265.8845761357846,198.22712384560973,579.6845761357845,198.22712384560973,265.8845761357846,463.4271238456097,579.6845761357845,463.4271238456097
transformed327.jpg,92.0,14.0,603.0,14.0,92.0,456.0,603.0,456.0
transformed328.jpg,144.45888422106037,91.24525513947562,403.65888422106036,91.24525513947562,144.45888422106037,354.0452551394756,403.65888422106036,354.0452551394756
transformed329.jpg,130.35752763273484,193.79053393746773,435.7575276327349,193.79053393746773,130.35752763273484,449.9905339374677,435.7575276327349,449.9905339374677
transformed330.jpg,23.0,15.0,432.0,15.0,23.0,436.0,432.0,436.0
transformed331.jpg,226.31560820226187,583.8337328262596,709.3156082022618,583.8337328262596,226.31560820226187,1044.0337328262594,709.3156082022618,1044.0337328262594
transformed332.jpg,70.01105489785706,476.68760708942074,557.811054897857,476.68760708942074,70.01105489785706,965.0876070894208,557.811054897857,965.0876070894208
transformed333.jpg,123.0,4.0,577.0,4.0,123.0,468.0,577.0,468.0
transformed334.jpg,97.0,67.0,487.0,67.0,97.0,448.0,487.0,448.0
transformed335.jpg,140.32185462468323,39.145670063153084,454.1218546246831,39.145670063153084,140.32185462468323,304.3456700631531,454.1218546246831,304.3456700631531
transformed336.jpg,131.0,0.0,584.0,0.0,131.0,468.0,584.0,468.0
transformed337.jpg,89.0,147.0,894.0,147.0,89.0,914.0,894.0,914.0
transformed338.jpg,47.0,13.0,502.0,13.0,47.0,472.0,502.0,472.0
transformed339.jpg,22.0,37.0,517.0,37.0,22.0,452.0,517.0,452.0
transformed340.jpg,140.6225331223005,58.61798798516372,416.0225331223005,58.61798798516372,140.6225331223005,334.6179879851637,416.0225331223005,334.6179879851637
transformed341.jpg,85.0,13.0,539.0,13.0,85.0,465.0,539.0,465.0
transformed342.jpg,71.90093665253535,212.25571227191307,377.30093665253537,212.25571227191307,71.90093665253535,468.45571227191306,377.30093665253537,468.45571227191306
transformed343.jpg,188.34879000209645,114.9968675783706,494.3487900020965,114.9968675783706,188.34879000209645,377.1968675783706,494.3487900020965,377.1968675783706
transformed344.jpg,11.0,5.0,417.0,5.0,11.0,419.0,417.0,419.0
transformed345.jpg,422.8420031998822,507.49739415554177,867.4420031998822,507.49739415554177,422.8420031998822,937.6973941555418,867.4420031998822,937.6973941555418
transformed346.jpg,78.0,11.0,532.0,11.0,78.0,464.0,532.0,464.0
transformed347.jpg,97.0,28.0,616.0,28.0,97.0,472.0,616.0,472.0
transformed348.jpg,91.89796703819138,153.1365856940665,325.8979670381914,153.1365856940665,91.89796703819138,381.73658569406655,325.8979670381914,381.73658569406655
transformed349.jpg,136.0,4.0,590.0,4.0,136.0,479.0,590.0,479.0
transformed350.jpg,86.0,289.0,831.0,289.0,86.0,1028.0,831.0,1028.0
transformed351.jpg,92.0,38.0,497.0,38.0,92.0,440.0,497.0,440.0
transformed352.jpg,40.0,6.0,488.0,6.0,40.0,457.0,488.0,457.0
transformed353.jpg,210.58956796261043,35.7658202520871,533.3895679626105,35.7658202520871,210.58956796261043,300.96582025208704,533.3895679626105,300.96582025208704
transformed354.jpg,302.9455373211379,83.07085907536094,599.345537321138,83.07085907536094,302.9455373211379,333.87085907536095,599.345537321138,333.87085907536095
transformed355.jpg,225.33839415621003,185.93280417714004,546.33839415621,185.93280417714004,225.33839415621003,454.13280417714003,546.33839415621,454.13280417714003
transformed356.jpg,52.25274625554416,123.00691099454566,306.05274625554415,123.00691099454566,52.25274625554416,337.80691099454566,306.05274625554415,337.80691099454566
transformed357.jpg,297.37542610141105,154.2851253963934,570.975426101411,154.2851253963934,297.37542610141105,426.0851253963934,570.975426101411,426.0851253963934
transformed358.jpg,51.0,17.0,562.0,17.0,51.0,445.0,562.0,445.0
